"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3725","Пользователь выходит из аккаунта @ui","chromium","Mon Nov 03 18:25:24 UTC 2025","passed","Mon Nov 03 18:25:27 UTC 2025","Тест выхода из аккаунта @ui","","",""
"","92","06/GET /todos/{id} (404) @api","chromium","Mon Nov 03 18:25:05 UTC 2025","passed","Mon Nov 03 18:25:05 UTC 2025","POST /challenger @api","","",""
"","86","28/GET /todos (200) XML pref @api","chromium","Mon Nov 03 18:25:07 UTC 2025","passed","Mon Nov 03 18:25:08 UTC 2025","POST /challenger @api","","",""
"","87","04/GET /todo (404) not plural @api","chromium","Mon Nov 03 18:25:05 UTC 2025","passed","Mon Nov 03 18:25:05 UTC 2025","POST /challenger @api","","",""
"","85","22/PUT /todos/{id} no amend id (400) @api","chromium","Mon Nov 03 18:25:07 UTC 2025","passed","Mon Nov 03 18:25:07 UTC 2025","POST /challenger @api","","",""
"","85","03/GET /todos (200) @api","chromium","Mon Nov 03 18:25:05 UTC 2025","passed","Mon Nov 03 18:25:05 UTC 2025","POST /challenger @api","","",""
"","90","15/POST /todos (400) extra @api","chromium","Mon Nov 03 18:25:06 UTC 2025","passed","Mon Nov 03 18:25:06 UTC 2025","POST /challenger @api","","",""
"","87","10/POST /todos (400) doneStatus @api","chromium","Mon Nov 03 18:25:06 UTC 2025","passed","Mon Nov 03 18:25:06 UTC 2025","POST /challenger @api","","",""
"","85","27/GET /todos (200) ANY @api","chromium","Mon Nov 03 18:25:07 UTC 2025","passed","Mon Nov 03 18:25:07 UTC 2025","POST /challenger @api","","",""
"","163","02/GET /challenges (200) @api","chromium","Mon Nov 03 18:25:04 UTC 2025","passed","Mon Nov 03 18:25:04 UTC 2025","POST /challenger @api","","",""
"","89","16/PUT /todos/{id} (400) @api","chromium","Mon Nov 03 18:25:06 UTC 2025","passed","Mon Nov 03 18:25:06 UTC 2025","POST /challenger @api","","",""
