"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16","14/POST /todos (413) content too long @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","15","16/PUT /todos/{id} (400) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","3820","Пользователь лайкает статью @ui","chromium","Fri Nov 21 22:42:58 UTC 2025","passed","Fri Nov 21 22:43:02 UTC 2025","Тесты статей @ui","","",""
"","29","17/POST /todos/{id} (200) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","21","07/GET /todos (200) ?filter @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","26","13/POST /todos (201) max out content @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","15","12/POST /todos (400) description too long @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","5185","Пользователь редактирует статью @ui","chromium","Fri Nov 21 22:42:53 UTC 2025","passed","Fri Nov 21 22:42:58 UTC 2025","Тесты статей @ui","","",""
"","14","24/OPTIONS /todos (200) @api","chromium","Fri Nov 21 22:42:48 UTC 2025","passed","Fri Nov 21 22:42:48 UTC 2025","POST /challenger @api","","",""
"","14","11/POST /todos (400) title too long @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","20","21/PUT /todos/{id} no title (400) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:48 UTC 2025","POST /challenger @api","","",""
"","16","06/GET /todos/{id} (404) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","14","22/PUT /todos/{id} no amend id (400) @api","chromium","Fri Nov 21 22:42:48 UTC 2025","passed","Fri Nov 21 22:42:48 UTC 2025","POST /challenger @api","","",""
"","12","23/DELETE /todos/{id} (200) @api","chromium","Fri Nov 21 22:42:48 UTC 2025","passed","Fri Nov 21 22:42:48 UTC 2025","POST /challenger @api","","",""
"","4380","Пользователь создает статью @ui","chromium","Fri Nov 21 22:42:48 UTC 2025","passed","Fri Nov 21 22:42:52 UTC 2025","Тесты статей @ui","","",""
"","13","04/GET /todo (404) not plural @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","46","09/POST /todos (201) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","27","02/GET /challenges (200) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","14","29/GET /todos (200) no accept @api","chromium","Fri Nov 21 22:42:48 UTC 2025","passed","Fri Nov 21 22:42:48 UTC 2025","POST /challenger @api","","",""
"","3431","Пользователь ищет статьи по тегу @ui","chromium","Fri Nov 21 22:43:05 UTC 2025","passed","Fri Nov 21 22:43:08 UTC 2025","Тест поиска по тегам @ui","","",""
"","14","08/HEAD /todos (200) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","15","19/PUT /todos/{id} full (200) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","14","26/GET /todos (200) JSON @api","chromium","Fri Nov 21 22:42:48 UTC 2025","passed","Fri Nov 21 22:42:48 UTC 2025","POST /challenger @api","","",""
"","17","05/GET /todos/{id} (200) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","3218","Пользователь выходит из аккаунта @ui","chromium","Fri Nov 21 22:43:02 UTC 2025","passed","Fri Nov 21 22:43:05 UTC 2025","Тест выхода из аккаунта @ui","","",""
"","16","10/POST /todos (400) doneStatus @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","14","18/POST /todos/{id} (404) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","16","27/GET /todos (200) ANY @api","chromium","Fri Nov 21 22:42:48 UTC 2025","passed","Fri Nov 21 22:42:48 UTC 2025","POST /challenger @api","","",""
"","14","25/GET /todos (200) XML @api","chromium","Fri Nov 21 22:42:48 UTC 2025","passed","Fri Nov 21 22:42:48 UTC 2025","POST /challenger @api","","",""
"","15","15/POST /todos (400) extra @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","17","03/GET /todos (200) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","15","20/PUT /todos/{id} partial (200) @api","chromium","Fri Nov 21 22:42:47 UTC 2025","passed","Fri Nov 21 22:42:47 UTC 2025","POST /challenger @api","","",""
"","14","28/GET /todos (200) XML pref @api","chromium","Fri Nov 21 22:42:48 UTC 2025","passed","Fri Nov 21 22:42:48 UTC 2025","POST /challenger @api","","",""
