"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13","21/PUT /todos/{id} no title @api","chromium","Sat Nov 22 15:09:50 UTC 2025","passed","Sat Nov 22 15:09:50 UTC 2025","POST /challenger @api","","",""
"","5517","Пользователь редактирует статью @ui","chromium","Sat Nov 22 15:09:55 UTC 2025","passed","Sat Nov 22 15:10:00 UTC 2025","Тесты статей @ui","","",""
"","45","9/POST /todos @api","chromium","Sat Nov 22 15:09:49 UTC 2025","passed","Sat Nov 22 15:09:49 UTC 2025","POST /challenger @api","","",""
"","13","16/PUT /todos/{id} @api","chromium","Sat Nov 22 15:09:49 UTC 2025","passed","Sat Nov 22 15:09:49 UTC 2025","POST /challenger @api","","",""
"","14","12/POST /todos description too long @api","chromium","Sat Nov 22 15:09:49 UTC 2025","passed","Sat Nov 22 15:09:49 UTC 2025","POST /challenger @api","","",""
"","23","6/GET /todos/{id} @api","chromium","Sat Nov 22 15:09:49 UTC 2025","passed","Sat Nov 22 15:09:49 UTC 2025","POST /challenger @api","","",""
"","14","8/HEAD /todos @api","chromium","Sat Nov 22 15:09:49 UTC 2025","passed","Sat Nov 22 15:09:49 UTC 2025","POST /challenger @api","","",""
"","21","5/GET /todos/{id} @api","chromium","Sat Nov 22 15:09:49 UTC 2025","passed","Sat Nov 22 15:09:49 UTC 2025","POST /challenger @api","","",""
"","26","19/PUT /todos/{id} full @api","chromium","Sat Nov 22 15:09:50 UTC 2025","passed","Sat Nov 22 15:09:50 UTC 2025","POST /challenger @api","","",""
"","19","4/GET /todo not plural @api","chromium","Sat Nov 22 15:09:49 UTC 2025","passed","Sat Nov 22 15:09:49 UTC 2025","POST /challenger @api","","",""
"","4729","Пользователь создает статью @ui","chromium","Sat Nov 22 15:09:50 UTC 2025","passed","Sat Nov 22 15:09:55 UTC 2025","Тесты статей @ui","","",""
"","12","23/DELETE /todos/{id} @api","chromium","Sat Nov 22 15:09:50 UTC 2025","passed","Sat Nov 22 15:09:50 UTC 2025","POST /challenger @api","","",""
"","17","7/GET /todos?filter @api","chromium","Sat Nov 22 15:09:49 UTC 2025","passed","Sat Nov 22 15:09:49 UTC 2025","POST /challenger @api","","",""
"","13","28/GET /todos XML pref @api","chromium","Sat Nov 22 15:09:50 UTC 2025","passed","Sat Nov 22 15:09:50 UTC 2025","POST /challenger @api","","",""
"","13","27/GET /todos ANY @api","chromium","Sat Nov 22 15:09:50 UTC 2025","passed","Sat Nov 22 15:09:50 UTC 2025","POST /challenger @api","","",""
"","18","24/OPTIONS /todos @api","chromium","Sat Nov 22 15:09:50 UTC 2025","passed","Sat Nov 22 15:09:50 UTC 2025","POST /challenger @api","","",""
"","19","2/GET /challenges @api","chromium","Sat Nov 22 15:09:49 UTC 2025","passed","Sat Nov 22 15:09:49 UTC 2025","POST /challenger @api","","",""
