"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3568","Пользователь ищет статьи по тегу @ui","chromium","Mon Nov 03 20:50:17 UTC 2025","passed","Mon Nov 03 20:50:20 UTC 2025","Тест поиска по тегам @ui","","",""
"","15","11/POST /todos (400) title too long @api","chromium","Mon Nov 03 20:49:59 UTC 2025","passed","Mon Nov 03 20:49:59 UTC 2025","POST /challenger @api","","",""
"","3179","Пользователь выходит из аккаунта @ui","chromium","Mon Nov 03 20:50:13 UTC 2025","passed","Mon Nov 03 20:50:17 UTC 2025","Тест выхода из аккаунта @ui","","",""
"","23","10/POST /todos (400) doneStatus @api","chromium","Mon Nov 03 20:49:59 UTC 2025","passed","Mon Nov 03 20:49:59 UTC 2025","POST /challenger @api","","",""
"","14","27/GET /todos (200) ANY @api","chromium","Mon Nov 03 20:50:00 UTC 2025","passed","Mon Nov 03 20:50:00 UTC 2025","POST /challenger @api","","",""
"","19","28/GET /todos (200) XML pref @api","chromium","Mon Nov 03 20:50:00 UTC 2025","passed","Mon Nov 03 20:50:00 UTC 2025","POST /challenger @api","","",""
"","14","29/GET /todos (200) no accept @api","chromium","Mon Nov 03 20:50:00 UTC 2025","passed","Mon Nov 03 20:50:00 UTC 2025","POST /challenger @api","","",""
"","17","15/POST /todos (400) extra @api","chromium","Mon Nov 03 20:49:59 UTC 2025","passed","Mon Nov 03 20:49:59 UTC 2025","POST /challenger @api","","",""
"","22","07/GET /todos (200) ?filter @api","chromium","Mon Nov 03 20:49:59 UTC 2025","passed","Mon Nov 03 20:49:59 UTC 2025","POST /challenger @api","","",""
"","20","04/GET /todo (404) not plural @api","chromium","Mon Nov 03 20:49:59 UTC 2025","passed","Mon Nov 03 20:49:59 UTC 2025","POST /challenger @api","","",""
"","18","05/GET /todos/{id} (200) @api","chromium","Mon Nov 03 20:49:59 UTC 2025","passed","Mon Nov 03 20:49:59 UTC 2025","POST /challenger @api","","",""
"","26","02/GET /challenges (200) @api","chromium","Mon Nov 03 20:49:59 UTC 2025","passed","Mon Nov 03 20:49:59 UTC 2025","POST /challenger @api","","",""
"","17","13/POST /todos (201) max out content @api","chromium","Mon Nov 03 20:49:59 UTC 2025","passed","Mon Nov 03 20:49:59 UTC 2025","POST /challenger @api","","",""
"","17","21/PUT /todos/{id} no title (400) @api","chromium","Mon Nov 03 20:50:00 UTC 2025","passed","Mon Nov 03 20:50:00 UTC 2025","POST /challenger @api","","",""
"","17","22/PUT /todos/{id} no amend id (400) @api","chromium","Mon Nov 03 20:50:00 UTC 2025","passed","Mon Nov 03 20:50:00 UTC 2025","POST /challenger @api","","",""
"","17","14/POST /todos (413) content too long @api","chromium","Mon Nov 03 20:49:59 UTC 2025","passed","Mon Nov 03 20:49:59 UTC 2025","POST /challenger @api","","",""
"","14","25/GET /todos (200) XML @api","chromium","Mon Nov 03 20:50:00 UTC 2025","passed","Mon Nov 03 20:50:00 UTC 2025","POST /challenger @api","","",""
"","17","20/PUT /todos/{id} partial (200) @api","chromium","Mon Nov 03 20:50:00 UTC 2025","passed","Mon Nov 03 20:50:00 UTC 2025","POST /challenger @api","","",""
"","17","18/POST /todos/{id} (404) @api","chromium","Mon Nov 03 20:50:00 UTC 2025","passed","Mon Nov 03 20:50:00 UTC 2025","POST /challenger @api","","",""
"","15","26/GET /todos (200) JSON @api","chromium","Mon Nov 03 20:50:00 UTC 2025","passed","Mon Nov 03 20:50:00 UTC 2025","POST /challenger @api","","",""
"","28","19/PUT /todos/{id} full (200) @api","chromium","Mon Nov 03 20:50:00 UTC 2025","passed","Mon Nov 03 20:50:00 UTC 2025","POST /challenger @api","","",""
