"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","18/POST /todos/{id} (404) @api","chromium","Mon Nov 03 19:14:50 UTC 2025","passed","Mon Nov 03 19:14:50 UTC 2025","POST /challenger @api","","",""
"","28","25/GET /todos (200) XML @api","chromium","Mon Nov 03 19:14:50 UTC 2025","passed","Mon Nov 03 19:14:50 UTC 2025","POST /challenger @api","","",""
"","30","14/POST /todos (413) content too long @api","chromium","Mon Nov 03 19:14:49 UTC 2025","passed","Mon Nov 03 19:14:49 UTC 2025","POST /challenger @api","","",""
"","61","02/GET /challenges (200) @api","chromium","Mon Nov 03 19:14:49 UTC 2025","passed","Mon Nov 03 19:14:49 UTC 2025","POST /challenger @api","","",""
"","33","21/PUT /todos/{id} no title (400) @api","chromium","Mon Nov 03 19:14:50 UTC 2025","passed","Mon Nov 03 19:14:50 UTC 2025","POST /challenger @api","","",""
"","103","09/POST /todos (201) @api","chromium","Mon Nov 03 19:14:49 UTC 2025","passed","Mon Nov 03 19:14:49 UTC 2025","POST /challenger @api","","",""
"","42","07/GET /todos (200) ?filter @api","chromium","Mon Nov 03 19:14:49 UTC 2025","passed","Mon Nov 03 19:14:49 UTC 2025","POST /challenger @api","","",""
"","30","10/POST /todos (400) doneStatus @api","chromium","Mon Nov 03 19:14:49 UTC 2025","passed","Mon Nov 03 19:14:49 UTC 2025","POST /challenger @api","","",""
"","29","12/POST /todos (400) description too long @api","chromium","Mon Nov 03 19:14:49 UTC 2025","passed","Mon Nov 03 19:14:49 UTC 2025","POST /challenger @api","","",""
"","27","29/GET /todos (200) no accept @api","chromium","Mon Nov 03 19:14:50 UTC 2025","passed","Mon Nov 03 19:14:50 UTC 2025","POST /challenger @api","","",""
"","29","11/POST /todos (400) title too long @api","chromium","Mon Nov 03 19:14:49 UTC 2025","passed","Mon Nov 03 19:14:49 UTC 2025","POST /challenger @api","","",""
"","28","27/GET /todos (200) ANY @api","chromium","Mon Nov 03 19:14:50 UTC 2025","passed","Mon Nov 03 19:14:50 UTC 2025","POST /challenger @api","","",""
"","38","13/POST /todos (201) max out content @api","chromium","Mon Nov 03 19:14:49 UTC 2025","passed","Mon Nov 03 19:14:49 UTC 2025","POST /challenger @api","","",""
"","3250","Пользователь выходит из аккаунта @ui","chromium","Mon Nov 03 19:15:06 UTC 2025","passed","Mon Nov 03 19:15:09 UTC 2025","Тест выхода из аккаунта @ui","","",""
