"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","97","05/GET /todos/{id} (200) @api","chromium","Mon Nov 03 19:55:41 UTC 2025","passed","Mon Nov 03 19:55:41 UTC 2025","POST /challenger @api","","",""
"","3634","Пользователь выходит из аккаунта @ui","chromium","Mon Nov 03 19:56:00 UTC 2025","passed","Mon Nov 03 19:56:03 UTC 2025","Тест выхода из аккаунта @ui","","",""
"","94","16/PUT /todos/{id} (400) @api","chromium","Mon Nov 03 19:55:42 UTC 2025","passed","Mon Nov 03 19:55:42 UTC 2025","POST /challenger @api","","",""
"","95","13/POST /todos (201) max out content @api","chromium","Mon Nov 03 19:55:42 UTC 2025","passed","Mon Nov 03 19:55:42 UTC 2025","POST /challenger @api","","",""
"","95","12/POST /todos (400) description too long @api","chromium","Mon Nov 03 19:55:42 UTC 2025","passed","Mon Nov 03 19:55:42 UTC 2025","POST /challenger @api","","",""
"","92","25/GET /todos (200) XML @api","chromium","Mon Nov 03 19:55:43 UTC 2025","passed","Mon Nov 03 19:55:43 UTC 2025","POST /challenger @api","","",""
"","93","18/POST /todos/{id} (404) @api","chromium","Mon Nov 03 19:55:42 UTC 2025","passed","Mon Nov 03 19:55:42 UTC 2025","POST /challenger @api","","",""
"","187","02/GET /challenges (200) @api","chromium","Mon Nov 03 19:55:40 UTC 2025","passed","Mon Nov 03 19:55:40 UTC 2025","POST /challenger @api","","",""
"","96","14/POST /todos (413) content too long @api","chromium","Mon Nov 03 19:55:42 UTC 2025","passed","Mon Nov 03 19:55:42 UTC 2025","POST /challenger @api","","",""
"","101","03/GET /todos (200) @api","chromium","Mon Nov 03 19:55:41 UTC 2025","passed","Mon Nov 03 19:55:41 UTC 2025","POST /challenger @api","","",""
"","96","08/HEAD /todos (200) @api","chromium","Mon Nov 03 19:55:41 UTC 2025","passed","Mon Nov 03 19:55:41 UTC 2025","POST /challenger @api","","",""
"","92","29/GET /todos (200) no accept @api","chromium","Mon Nov 03 19:55:44 UTC 2025","passed","Mon Nov 03 19:55:44 UTC 2025","POST /challenger @api","","",""
"","92","21/PUT /todos/{id} no title (400) @api","chromium","Mon Nov 03 19:55:43 UTC 2025","passed","Mon Nov 03 19:55:43 UTC 2025","POST /challenger @api","","",""
"","4979","Пользователь создает статью @ui","chromium","Mon Nov 03 19:55:44 UTC 2025","passed","Mon Nov 03 19:55:49 UTC 2025","Тесты статей @ui","","",""
"","92","27/GET /todos (200) ANY @api","chromium","Mon Nov 03 19:55:43 UTC 2025","passed","Mon Nov 03 19:55:43 UTC 2025","POST /challenger @api","","",""
"","107","06/GET /todos/{id} (404) @api","chromium","Mon Nov 03 19:55:41 UTC 2025","passed","Mon Nov 03 19:55:41 UTC 2025","POST /challenger @api","","",""
