"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40","29/GET /todos (200) no accept @api","chromium","Mon Nov 03 17:57:43 UTC 2025","passed","Mon Nov 03 17:57:43 UTC 2025","POST /challenger @api","","",""
"","3473","Пользователь выходит из аккаунта @ui","chromium","Mon Nov 03 17:57:58 UTC 2025","passed","Mon Nov 03 17:58:02 UTC 2025","Тест выхода из аккаунта @ui","","",""
"","53","13/POST /todos (201) max out content @api","chromium","Mon Nov 03 17:57:42 UTC 2025","passed","Mon Nov 03 17:57:42 UTC 2025","POST /challenger @api","","",""
"","40","24/OPTIONS /todos (200) @api","chromium","Mon Nov 03 17:57:42 UTC 2025","passed","Mon Nov 03 17:57:42 UTC 2025","POST /challenger @api","","",""
"","42","15/POST /todos (400) extra @api","chromium","Mon Nov 03 17:57:42 UTC 2025","passed","Mon Nov 03 17:57:42 UTC 2025","POST /challenger @api","","",""
"","81","02/GET /challenges (200) @api","chromium","Mon Nov 03 17:57:41 UTC 2025","passed","Mon Nov 03 17:57:41 UTC 2025","POST /challenger @api","","",""
"","42","16/PUT /todos/{id} (400) @api","chromium","Mon Nov 03 17:57:42 UTC 2025","passed","Mon Nov 03 17:57:42 UTC 2025","POST /challenger @api","","",""
"","41","26/GET /todos (200) JSON @api","chromium","Mon Nov 03 17:57:42 UTC 2025","passed","Mon Nov 03 17:57:43 UTC 2025","POST /challenger @api","","",""
"","134","09/POST /todos (201) @api","chromium","Mon Nov 03 17:57:42 UTC 2025","passed","Mon Nov 03 17:57:42 UTC 2025","POST /challenger @api","","",""
"","39","23/DELETE /todos/{id} (200) @api","chromium","Mon Nov 03 17:57:42 UTC 2025","passed","Mon Nov 03 17:57:42 UTC 2025","POST /challenger @api","","",""
"","40","22/PUT /todos/{id} no amend id (400) @api","chromium","Mon Nov 03 17:57:42 UTC 2025","passed","Mon Nov 03 17:57:42 UTC 2025","POST /challenger @api","","",""
