"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","03/GET /todos (200) @api","chromium","Mon Nov 03 19:21:43 UTC 2025","passed","Mon Nov 03 19:21:43 UTC 2025","POST /challenger @api","","",""
"","14","21/PUT /todos/{id} no title (400) @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","15","08/HEAD /todos (200) @api","chromium","Mon Nov 03 19:21:43 UTC 2025","passed","Mon Nov 03 19:21:43 UTC 2025","POST /challenger @api","","",""
"","16","12/POST /todos (400) description too long @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","17","20/PUT /todos/{id} partial (200) @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","50","09/POST /todos (201) @api","chromium","Mon Nov 03 19:21:43 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","14","29/GET /todos (200) no accept @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","16","25/GET /todos (200) XML @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","15","23/DELETE /todos/{id} (200) @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","19","05/GET /todos/{id} (200) @api","chromium","Mon Nov 03 19:21:43 UTC 2025","passed","Mon Nov 03 19:21:43 UTC 2025","POST /challenger @api","","",""
"","17","14/POST /todos (413) content too long @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","3557","Пользователь ищет статьи по тегу @ui","chromium","Mon Nov 03 19:22:02 UTC 2025","passed","Mon Nov 03 19:22:05 UTC 2025","Тест поиска по тегам @ui","","",""
"","3221","Пользователь выходит из аккаунта @ui","chromium","Mon Nov 03 19:21:59 UTC 2025","passed","Mon Nov 03 19:22:02 UTC 2025","Тест выхода из аккаунта @ui","","",""
"","16","11/POST /todos (400) title too long @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
"","16","22/PUT /todos/{id} no amend id (400) @api","chromium","Mon Nov 03 19:21:44 UTC 2025","passed","Mon Nov 03 19:21:44 UTC 2025","POST /challenger @api","","",""
