"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23","02/GET /challenges (200) @api","chromium","Mon Nov 03 19:43:57 UTC 2025","passed","Mon Nov 03 19:43:57 UTC 2025","POST /challenger @api","","",""
"","12","24/OPTIONS /todos (200) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","5224","Пользователь редактирует статью @ui","chromium","Mon Nov 03 19:44:03 UTC 2025","passed","Mon Nov 03 19:44:08 UTC 2025","Тесты статей @ui","","",""
"","13","12/POST /todos (400) description too long @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","10","26/GET /todos (200) JSON @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","13","06/GET /todos/{id} (404) @api","chromium","Mon Nov 03 19:43:57 UTC 2025","passed","Mon Nov 03 19:43:57 UTC 2025","POST /challenger @api","","",""
"","8","30/GET /todos (406) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","13","20/PUT /todos/{id} partial (200) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","16","21/PUT /todos/{id} no title (400) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","26","18/POST /todos/{id} (404) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","12","10/POST /todos (400) doneStatus @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","18","03/GET /todos (200) @api","chromium","Mon Nov 03 19:43:57 UTC 2025","passed","Mon Nov 03 19:43:57 UTC 2025","POST /challenger @api","","",""
"","17","05/GET /todos/{id} (200) @api","chromium","Mon Nov 03 19:43:57 UTC 2025","passed","Mon Nov 03 19:43:57 UTC 2025","POST /challenger @api","","",""
"","12","15/POST /todos (400) extra @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","12","28/GET /todos (200) XML pref @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","12","16/PUT /todos/{id} (400) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","3959","Пользователь ищет статьи по тегу @ui","chromium","Mon Nov 03 19:44:15 UTC 2025","passed","Mon Nov 03 19:44:19 UTC 2025","Тест поиска по тегам @ui","","",""
"","13","19/PUT /todos/{id} full (200) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","13","14/POST /todos (413) content too long @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","10","25/GET /todos (200) XML @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","15","13/POST /todos (201) max out content @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","4707","Пользователь создает статью @ui","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:44:03 UTC 2025","Тесты статей @ui","","",""
"","12","17/POST /todos/{id} (200) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","29","08/HEAD /todos (200) @api","chromium","Mon Nov 03 19:43:57 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","4019","Пользователь лайкает статью @ui","chromium","Mon Nov 03 19:44:08 UTC 2025","passed","Mon Nov 03 19:44:12 UTC 2025","Тесты статей @ui","","",""
"","14","23/DELETE /todos/{id} (200) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","3067","Пользователь выходит из аккаунта @ui","chromium","Mon Nov 03 19:44:12 UTC 2025","passed","Mon Nov 03 19:44:15 UTC 2025","Тест выхода из аккаунта @ui","","",""
"","11","11/POST /todos (400) title too long @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","11","07/GET /todos (200) ?filter @api","chromium","Mon Nov 03 19:43:57 UTC 2025","passed","Mon Nov 03 19:43:57 UTC 2025","POST /challenger @api","","",""
"","25","04/GET /todo (404) not plural @api","chromium","Mon Nov 03 19:43:57 UTC 2025","passed","Mon Nov 03 19:43:57 UTC 2025","POST /challenger @api","","",""
"","9","29/GET /todos (200) no accept @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","11","27/GET /todos (200) ANY @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","11","22/PUT /todos/{id} no amend id (400) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
"","32","09/POST /todos (201) @api","chromium","Mon Nov 03 19:43:58 UTC 2025","passed","Mon Nov 03 19:43:58 UTC 2025","POST /challenger @api","","",""
