"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","12/POST /todos (400) description too long @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","4282","Пользователь создает статью @ui","chromium","Mon Nov 03 19:41:15 UTC 2025","passed","Mon Nov 03 19:41:19 UTC 2025","Тесты статей @ui","","",""
"","26","19/PUT /todos/{id} full (200) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","21","05/GET /todos/{id} (200) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","3221","Пользователь выходит из аккаунта @ui","chromium","Mon Nov 03 19:41:28 UTC 2025","passed","Mon Nov 03 19:41:31 UTC 2025","Тест выхода из аккаунта @ui","","",""
"","14","11/POST /todos (400) title too long @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","15","16/PUT /todos/{id} (400) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","13","23/DELETE /todos/{id} (200) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","17","13/POST /todos (201) max out content @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","14","21/PUT /todos/{id} no title (400) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","24","06/GET /todos/{id} (404) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","19","24/OPTIONS /todos (200) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","13","26/GET /todos (200) JSON @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","5229","Пользователь редактирует статью @ui","chromium","Mon Nov 03 19:41:19 UTC 2025","passed","Mon Nov 03 19:41:24 UTC 2025","Тесты статей @ui","","",""
"","16","17/POST /todos/{id} (200) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","51","09/POST /todos (201) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","13","30/GET /todos (406) @api","chromium","Mon Nov 03 19:41:15 UTC 2025","passed","Mon Nov 03 19:41:15 UTC 2025","POST /challenger @api","","",""
"","14","08/HEAD /todos (200) @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
"","14","15/POST /todos (400) extra @api","chromium","Mon Nov 03 19:41:14 UTC 2025","passed","Mon Nov 03 19:41:14 UTC 2025","POST /challenger @api","","",""
