"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38","30/GET /todos (406) @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","40","27/GET /todos (200) ANY @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","42","25/GET /todos (200) XML @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","43","16/PUT /todos/{id} (400) @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","57","07/GET /todos (200) ?filter @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","3555","Пользователь выходит из аккаунта @ui","chromium","Mon Nov 03 18:53:39 UTC 2025","passed","Mon Nov 03 18:53:43 UTC 2025","Тест выхода из аккаунта @ui","","",""
"","51","03/GET /todos (200) @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","52","04/GET /todo (404) not plural @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","39","21/PUT /todos/{id} no title (400) @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","4991","Пользователь создает статью @ui","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:28 UTC 2025","Тесты статей @ui","","",""
"","51","10/POST /todos (400) doneStatus @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","59","06/GET /todos/{id} (404) @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","4328","Пользователь лайкает статью @ui","chromium","Mon Nov 03 18:53:35 UTC 2025","passed","Mon Nov 03 18:53:39 UTC 2025","Тесты статей @ui","","",""
"","42","29/GET /todos (200) no accept @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","40","15/POST /todos (400) extra @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","3962","Пользователь ищет статьи по тегу @ui","chromium","Mon Nov 03 18:53:43 UTC 2025","passed","Mon Nov 03 18:53:47 UTC 2025","Тест поиска по тегам @ui","","",""
"","42","18/POST /todos/{id} (404) @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","46","08/HEAD /todos (200) @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","40","28/GET /todos (200) XML pref @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","52","19/PUT /todos/{id} full (200) @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","41","11/POST /todos (400) title too long @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","45","24/OPTIONS /todos (200) @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","42","12/POST /todos (400) description too long @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","39","26/GET /todos (200) JSON @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","42","14/POST /todos (413) content too long @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","41","20/PUT /todos/{id} partial (200) @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","133","09/POST /todos (201) @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","41","22/PUT /todos/{id} no amend id (400) @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","42","17/POST /todos/{id} (200) @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
"","5617","Пользователь редактирует статью @ui","chromium","Mon Nov 03 18:53:29 UTC 2025","passed","Mon Nov 03 18:53:35 UTC 2025","Тесты статей @ui","","",""
"","96","02/GET /challenges (200) @api","chromium","Mon Nov 03 18:53:21 UTC 2025","passed","Mon Nov 03 18:53:21 UTC 2025","POST /challenger @api","","",""
"","48","05/GET /todos/{id} (200) @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","43","13/POST /todos (201) max out content @api","chromium","Mon Nov 03 18:53:22 UTC 2025","passed","Mon Nov 03 18:53:22 UTC 2025","POST /challenger @api","","",""
"","39","23/DELETE /todos/{id} (200) @api","chromium","Mon Nov 03 18:53:23 UTC 2025","passed","Mon Nov 03 18:53:23 UTC 2025","POST /challenger @api","","",""
